HS부호,HS6단위,품목 대분류,품목상세
8524921000,8524.92,정보기기 부품,정보기기 부품 : 휴대형 자동자료처리기계(소호 제8471.30호의 것)용
8524922000,8524.92,기타 무선통신기기 부품,기타 무선통신기기 부품 : 유선ㆍ무선 통신기기용
8524923000,8524.92,방송기기 부품,방송기기 부품 : 텔레비전용 
8524924000,8524.92,기타 컴퓨터 주변기기,기타 컴퓨터 주변기기 : 모니터용
8524925000,8524.92,기타 전기기계 부품,기타 전기기계 부품 : 전기식 시각 신호용 기기(제8531호의 것으로 한정한다)용
8524929000,8524.92,기타 평판디스플레이패널,기타 평판디스플레이패널 : 기타
8524991000,8524.99,정보기기 부품,정보기기 부품 : 휴대형 자동자료처리기계(소호 제8471.30호의 것)용
8524992000,8524.99,기타 무선통신기기 부품,기타 무선통신기기 부품 : 유선ㆍ무선 통신기기용
8524993000,8524.99,방송기기 부품,방송기기 부품 : 텔레비전용 
8524994000,8524.99,기타 컴퓨터 주변기기,기타 컴퓨터 주변기기 : 모니터용
8524995000,8524.99,기타 전기기계 부품,기타 전기기계 부품 : 전기식 시각 신호용 기기(제8531호의 것으로 한정한다)용
8524999000,8524.99,기타 평판디스플레이패널,기타 평판디스플레이패널 : 기타
8525501000,8525.50,방송용 통신기기,방송용 통신기기 : 라디오 방송용
8525502000,8525.50,방송용 통신기기,방송용 통신기기 : 텔레비전용
8525509000,8525.50,방송용 통신기기,방송용 통신기기 : 기타
8525601000,8525.60,방송용 통신기기,방송용 통신기기 : 라디오 방송용
8525602000,8525.60,방송용 통신기기,방송용 통신기기 : 텔레비전용
8525609000,8525.60,기타 무선통신기기,기타 무선통신기기 : 기타
8525810000,8525.81,기타 가전제품,기타 가전제품 : 이 류의 소호주 제1호에 규정된 고속 카메라
8525820000,8525.82,기타 가전제품,기타 가전제품 : 기타[이 류의 소호주 제2호에 규정된 방사선 강화ㆍ내(耐)방사선 카메라로 한정한다]
8525830000,8525.83,기타 가전제품,기타 가전제품 : 기타(이 류의 소호주 제3호에 규정된 야간투시 카메라로 한정한다)
8525891000,8525.89,방송기기,"방송기기 : 초소형 특수카메라(필기구, 버튼, 안경, 시계, USB 메모리 등 일상소품이나 다른 전기기기에 장착되었거나 장착되도록 설계제작된 것) "
8525892000,8525.89,기타 가전제품,기타 가전제품 : 텔레비전 카메라
8525893000,8525.89,기타 가전제품,기타 가전제품 : 디지털 카메라
8525899000,8525.89,기타 가전제품,기타 가전제품 : 기타
8526101000,8526.10,레이더,레이더 : 항공기용
8526109000,8526.10,레이더,레이더 : 기타
8526911000,8526.91,, : 장중단파 수신기
8526911010,8526.91,레이더,레이더 : 항공기용
8526911090,8526.91,레이더,레이더 : 기타
8526912000,8526.91,, : 초단파 수신기
8526912010,8526.91,레이더,레이더 : 항공기용
8526912090,8526.91,레이더,레이더 : 기타
8526913000,8526.91,, : 무선방향 탐지기
8526913010,8526.91,레이더,레이더 : 항공기용
8526913020,8526.91,레이더,레이더 : 자동차용
8526913090,8526.91,레이더,레이더 : 기타
8526914000,8526.91,레이더,레이더 : 로란 리시버
8526919000,8526.91,, : 기타
8526919010,8526.91,레이더,레이더 : 항공기용
8526919020,8526.91,레이더,레이더 : 자동차용
8526919090,8526.91,레이더,레이더 : 기타
8526920000,8526.92,기타 무선통신기기,기타 무선통신기기 : 무선원격조절기기
8527120000,8527.12,음향기기,음향기기 : 포켓사이즈형 라디오카세트플레이어
8527131000,8527.13,음향기기,음향기기 : 카세트형
8527132000,8527.13,음향기기,음향기기 : 디스크형
8527133000,8527.13,음향기기,음향기기 : 카셋트형과 디스크형의 결합기기
8527139000,8527.13,음향기기,음향기기 : 기타
8527190000,8527.19,음향기기,음향기기 : 기타
8527211000,8527.21,음향기기,음향기기 : 카세트형
8527212000,8527.21,, : 디스크형
8527212010,8527.21,자동차 부품,자동차 부품 : 디지털 무선 데이터 시스템 신호를 수신 및 디코딩할 수 있는 것
8527212090,8527.21,자동차 부품,자동차 부품 : 기타
8527213000,8527.21,, : 카셋트형과 디스크형의 결합기기
8527213010,8527.21,자동차 부품,자동차 부품 : 디지털 무선 데이터 시스템 신호를 수신 및 디코딩할 수 있는 것
8527213090,8527.21,자동차 부품,자동차 부품 : 기타
8527219000,8527.21,, : 기타
8527219010,8527.21,자동차 부품,자동차 부품 : 디지털 무선 데이터 시스템 신호를 수신 및 디코딩할 수 있는 것
8527219090,8527.21,자동차 부품,자동차 부품 : 기타
8527290000,8527.29,음향기기,음향기기 : 기타
8527911000,8527.91,, : 확성기를 갖추지 않은 것
8527911010,8527.91,음향기기,음향기기 : 카세트형
8527911020,8527.91,음향기기,음향기기 : 디스크형
8527911030,8527.91,음향기기,음향기기 : 카셋트형과 디스크형의 결합기기
8527911090,8527.91,음향기기,음향기기 : 기타
8527919000,8527.91,음향기기,음향기기 : 기타
8527920000,8527.92,음향기기,음향기기 : 시계와 결합된 것(음성기록기기나 재생기기와 결합된 것은 제외한다)
8527990000,8527.99,음향기기,음향기기 : 기타
8528420000,8528.42,모니터,모니터 : 제8471호의 자동자료처리기계에 사용하도록 설계된 것으로 직접 연결하여 사용할 수 있는 것
8528491000,8528.49,," : 영상모니터(천연색의 것, 제8471호의 자동자료처리기계와의 연결 유무에 상관없다) "
8528491010,8528.49,방송기기,방송기기 : 의료용으로 특수 제작된 것
8528491090,8528.49,방송기기,방송기기 : 기타
8528492000,8528.49,," : 영상모니터(흑백이나 단색의 것, 제8471호의 자동자료처리기계와의 연결 유무에 상관없다) "
8528492010,8528.49,방송기기,방송기기 : 의료용으로 특수 제작된 것
8528492090,8528.49,방송기기,방송기기 : 기타
8528521000,8528.52,모니터,모니터 : 액정모니터
8528529000,8528.52,모니터,모니터 : 기타
8528591000,8528.59,," : 영상모니터(천연색의 것, 제8471호의 자동자료처리기계와의 연결 유무에 상관없다) "
8528591010,8528.59,방송기기,방송기기 : 의료용으로 특수 제작된 것
8528591090,8528.59,방송기기,방송기기 : 기타
8528592000,8528.59,," : 영상모니터(흑백이나 단색의 것, 제8471호의 자동자료처리기계와의 연결 유무에 상관없다) "
8528592010,8528.59,방송기기,방송기기 : 의료용으로 특수 제작된 것
8528592090,8528.59,방송기기,방송기기 : 기타
8528620000,8528.62,기타 컴퓨터 주변기기,기타 컴퓨터 주변기기 : 제8471호의 자동자료처리기계에 사용하도록 설계된 것으로 직접 연결하여 사용할 수 있는 것
8528690000,8528.69,방송기기,방송기기 : 기타
8528711000,8528.71,방송기기 부품,방송기기 부품 : 비디오 튜너
8528712000,8528.71,, : 디지털방송 수신기기
8528712020,8528.71,방송기기,방송기기 : 쌍방향 커뮤니케이션 기능을 갖춘 것
8528712090,8528.71,방송기기,방송기기 : 기타
8528713000,8528.71,방송기기,방송기기 : TV튜너가 내장된 프로젝터
8528719000,8528.71,방송기기,방송기기 : 기타
8528722000,8528.72,LCD TV,LCD TV : 액정디스플레이 방식
8528725000,8528.72,기타 TV,기타 TV : 유기발광다이오드(오엘이디) 방식
8528726000,8528.72,기타 TV,기타 TV : 마이크로 LED 방식 
8528729000,8528.72,기타 TV,기타 TV : 기타
8528730000,8528.73,흑백 TV,흑백 TV : 기타(단색)
8529101000,8529.10,레이더 부품,레이더 부품 : 레이더기기용
8529109000,8529.10,, : 기타
8529109100,8529.10,기타 무선통신기기 부품,기타 무선통신기기 부품 : 항행용 무선기기ㆍ무선원격조절기용
8529109200,8529.10,기타 무선통신기기 부품,기타 무선통신기기 부품 : 텔레비전 송ㆍ수신용
8529109900,8529.10,기타 무선통신기기 부품,기타 무선통신기기 부품 : 기타
8529902000,8529.90,평판디스플레이 부품,평판디스플레이 부품 : 제8524호의 평판 디스플레이 모듈용의 것
8529903000,8529.90,, : 제8525호 기기의 것
8529903010,8529.90,방송용 통신기기 부품,방송용 통신기기 부품 : 송신기기 또는 수신기기의 것
8529903020,8529.90,방송기기 부품,방송기기 부품 : 텔레비전카메라ㆍ디지털카메라ㆍ비디오카메라레코더의 것
8529904000,8529.90,기타 무선통신기기 부품,기타 무선통신기기 부품 : 제8526호 기기의 것
8529905000,8529.90,방송기기 부품,방송기기 부품 : 제8527호 기기의 것
8529906000,8529.90,, : 제8528호 기기의 것
8529906010,8529.90,기타 컴퓨터 주변기기,기타 컴퓨터 주변기기 : 모니터나 프로젝터의 것
8529906020,8529.90,, : 텔레비전 수신용 기기의 것
8529906021,8529.90,방송기기 부품,방송기기 부품 : 튜너 
8529906022,8529.90,방송기기 부품,방송기기 부품 : 그 밖의 액정 디스플레이 방식용
8529906023,8529.90,방송기기 부품,방송기기 부품 : 그 밖의 유기발광 디스플레이 방식용
8529906029,8529.90,방송기기 부품,방송기기 부품 : 기타
8530101000,8530.10,기타 전기기계,기타 전기기계 : 열차의 자동정지용ㆍ제어용ㆍ운전용 기기
8530109000,8530.10,기타 전기기계,기타 전기기계 : 기타
8530800000,8530.80,기타 전기기계,기타 전기기계 : 그 밖의 기기
8530900000,8530.90,기타 전기기계 부품,기타 전기기계 부품 : 부분품
8531101000,8531.10,기타 전기기계,기타 전기기계 : 도난경보기
8531102000,8531.10,기타 전기기계,기타 전기기계 : 화재경보기
8531103000,8531.10,기타 전기기계,기타 전기기계 : 가스경보기
8531106000,8531.10,기타 전기기계,기타 전기기계 : 전기식의 벨 또는 사이렌
8531109000,8531.10,기타 전기기계,기타 전기기계 : 그 밖의 신호기기
8531201000,8531.20,기타 전기기계,기타 전기기계 : 액정 디바이스(엘시디)가 결합된 표시반
8531202000,8531.20,기타 전기기계,기타 전기기계 : 발광다이오드(엘이디)가 결합된 표시반
8531802000,8531.80,기타 전기기계,기타 전기기계 : 도어벨ㆍ차임ㆍ버저와 이와 유사한 기기
8531809000,8531.80,기타 전기기계,기타 전기기계 : 기타
8531901000,8531.90,기타 전기기계 부품,기타 전기기계 부품 : 소호 제8531.10호의 것
8531902000,8531.90,기타 전기기계 부품,기타 전기기계 부품 : 소호 제8531.20호의 것
8531909000,8531.90,기타 전기기계 부품,기타 전기기계 부품 : 기타
8532100000,8532.10,기타 IT부품,"기타 IT부품 : 고정식 축전기로 50/60헤르츠 회로에서 사용하고, 무효(無效)전력 용량이 0.5킬로바르 이상인 것(전력용 축전기)"
8532210000,8532.21,기타 IT부품,기타 IT부품 : 탄탈륨의 것
8532220000,8532.22,기타 IT부품,기타 IT부품 : 알루미늄 전해의 것
8532230000,8532.23,기타 IT부품,기타 IT부품 : 세라믹 유전체의 것(단층)
8532240000,8532.24,기타 IT부품,기타 IT부품 : 세라믹 유전체의 것(다층)
8532250000,8532.25,기타 IT부품,기타 IT부품 : 종이나 플라스틱 유전체의 것
8532290000,8532.29,기타 IT부품,기타 IT부품 : 기타
8532300000,8532.30,기타 IT부품,기타 IT부품 : 가변식이나 조정식(프리세트) 축전기
8532901000,8532.90,기타 IT부품,기타 IT부품 : 고정식의 것
8532909000,8532.90,기타 IT부품,기타 IT부품 : 기타
8533100000,8533.10,기타 IT부품,기타 IT부품 : 탄소피막형 고정식 저항기(콤퍼지션형이나 필름형으로 한정한다)
8533212000,8533.21,기타 IT부품,기타 IT부품 : 서미스터
8533219000,8533.21,기타 IT부품,기타 IT부품 : 기타
8533292000,8533.29,기타 IT부품,기타 IT부품 : 서미스터
8533299000,8533.29,기타 IT부품,기타 IT부품 : 기타
8533310000,8533.31,기타 IT부품,기타 IT부품 : 용량이 20와트 이하인 것
8533390000,8533.39,기타 IT부품,기타 IT부품 : 기타
8533401000,8533.40,기타 IT부품,기타 IT부품 : 탄소가변의 것
8533403000,8533.40,기타 IT부품,기타 IT부품 : 바리스터
8533409000,8533.40,기타 IT부품,기타 IT부품 : 기타
8533901000,8533.90,기타 IT부품,기타 IT부품 : 가변식 저항기의 것
8533909000,8533.90,기타 IT부품,기타 IT부품 : 기타
8534001000,8534.00,기타 IT부품,"기타 IT부품 : 수동소자 부분[인덕턴스(inductance), 저항기, 축전지 등]이 형성된 것"
8534002000,8534.00,기타 IT부품,기타 IT부품 : 테이프형이나 리드프레임(lead frame) 기능을 하는 회로가 형성된 것
8534009000,8534.00,기타 IT부품,기타 IT부품 : 기타
8535100000,8535.10,기타 IT부품,기타 IT부품 : 퓨즈
8535211000,8535.21,차단기,차단기 : 정격전압이 7.25킬로볼트 미만인 것
8535212000,8535.21,차단기,차단기 : 정격전압이 7.25킬로볼트 이상 72.5킬로볼트 미만인 것
8535291000,8535.29,차단기,차단기 : 정격전압이 200킬로볼트 미만인 것
8535292000,8535.29,차단기,차단기 : 정격전압이 200킬로볼트 이상인 것
8535301000,8535.30,기타 IT부품,기타 IT부품 : 정격전압이 7.25킬로볼트 미만인 것
8535302000,8535.30,기타 IT부품,기타 IT부품 : 정격전압이 7.25킬로볼트 이상 72.5킬로볼트 미만인 것
8535303000,8535.30,기타 IT부품,기타 IT부품 : 정격전압이 72.5킬로볼트 이상인 것
8535400000,8535.40,안정기,안정기 : 피뢰기ㆍ전압제한기와 서지(surge)억제기
8535901000,8535.90,기타 IT부품,기타 IT부품 : 커넥터
8535902000,8535.90,기타 IT부품,기타 IT부품 : 터미널
8535909000,8535.90,기타 IT부품,기타 IT부품 : 기타
8536101000,8536.10,기타 IT부품,기타 IT부품 : 관형
8536109000,8536.10,기타 IT부품,기타 IT부품 : 기타
8536200000,8536.20,차단기,차단기 : 자동차단기
8536300000,8536.30,차단기,차단기 : 전기회로 보호용 그 밖의 기기
8536410000,8536.41,기타 IT부품,기타 IT부품 : 전압이 60볼트 이하인 것
8536490000,8536.49,기타 IT부품,기타 IT부품 : 기타
8536501000,8536.50,기타 IT부품,기타 IT부품 : 회전형
8536502000,8536.50,기타 IT부품,기타 IT부품 : 푸쉬 버튼형
8536503000,8536.50,기타 IT부품,기타 IT부품 : 마이크로형
8536504000,8536.50,기타 IT부품,기타 IT부품 : 전자개폐형(전자접속기를 포함한다)
8536509000,8536.50,, : 기타
8536509010,8536.50,기타 IT부품,기타 IT부품 : 전기기계식의 스냅동작방식의 것(11암페어 이하로 한정한다)
8536509020,8536.50,기타 IT부품,기타 IT부품 : 교류(AC)방식의 것(입출력 회로가 광학적으로 짝지워진 것으로 한정한다)
8536509030,8536.50,기타 IT부품,"기타 IT부품 : 온도보호용의 것(1,000볼트 이하의 전압용으로 트랜지스터와 논리칩으로 구성된 것으로 한정한다)"
8536509090,8536.50,기타 IT부품,기타 IT부품 : 기타
8536610000,8536.61,기타 IT부품,기타 IT부품 : 램프홀더
8536691000,8536.69,기타 IT부품,기타 IT부품 : 동축케이블ㆍ인쇄회로용의 것
8536699000,8536.69,기타 IT부품,기타 IT부품 : 기타
8536701000,8536.70,기타 IT부품,기타 IT부품 : 플라스틱으로 만든 것
8536702000,8536.70,기타 IT부품,기타 IT부품 : 실험실용ㆍ화학용이나 그 밖의 공업용 도자제품의 것
8536703000,8536.70,, : 구리로 만든 것
8536703010,8536.70,기타 IT부품,기타 IT부품 : 주조ㆍ주형ㆍ압착ㆍ단조(이보다 더 가공하지 않은 것으로 한정한다)
8536703090,8536.70,기타 IT부품,기타 IT부품 : 기타
8536901000,8536.90,기타 IT부품,기타 IT부품 : 접속함
8536902000,8536.90,자동차 부품,"자동차 부품 : 제8702호, 제8703호, 제8704호나 제8711호의 자동차용 배터리 클램프(battery clamp)"
8536909000,8536.90,, : 기타
8536909010,8536.90,기타 IT부품,기타 IT부품 : 선이나 케이블의 접속용 구성품
8536909090,8536.90,기타 IT부품,기타 IT부품 : 기타
8537103000,8537.10,기타 전기공급 및 제어장치,"기타 전기공급 및 제어장치 : 터치감응식 자료입력장치('터치스크린'이라 불림)[영상 디스플레이 장치가 있는 기기에 결합되어 디스플레이 영역 내의 접촉여부와 위치를 감지하는 기능을 하며, 제시된 상태에서 디스플레이를 갖추지 않은 것으로 한정함]"
8537104000,8537.10,배전반,배전반 : 배전용의 것
8537105000,8537.10,, : 전기제어용의 것
8537105010,8537.10,기타 전기공급 및 제어장치,기타 전기공급 및 제어장치 : 수치 제어반
8537105020,8537.10,기타 전기공급 및 제어장치,기타 전기공급 및 제어장치 : 프로그램이 가능한 제어기
8537105090,8537.10,기타 전기공급 및 제어장치,기타 전기공급 및 제어장치 : 기타
8537203000,8537.20,배전반,배전반 : 배전용의 것
8537204000,8537.20,기타 전기공급 및 제어장치,기타 전기공급 및 제어장치 : 전기제어용의 것
8538100000,8538.10,전기공급 및 제어장치 부품,"전기공급 및 제어장치 부품 : 보드ㆍ패널ㆍ콘솔ㆍ책상ㆍ캐비닛과 그 밖의 기반(基盤)(제8537호의 물품용으로 한정하며, 이들 기기를 장착하여 조립한 것은 제외한다)"
8538901000,8538.90,기타 IT부품,기타 IT부품 : 개폐기의 것
8538902000,8538.90,전기공급 및 제어장치 부품,전기공급 및 제어장치 부품 : 자동차단기의 것
8538903000,8538.90,기타 IT부품,기타 IT부품 : 계전기의 것
8538905000,8538.90,전기공급 및 제어장치 부품,전기공급 및 제어장치 부품 : 전기제어용의 것
8538909000,8538.90,기타 IT부품,기타 IT부품 : 기타
8539100000,8539.10,기타 조명장치,기타 조명장치 : 실드빔 램프 유닛(sealed beam lamp unit)
8539210000,8539.21,기타 조명장치,기타 조명장치 : 텅스텐 할로겐의 것
8539221000,8539.22,기타 조명장치,기타 조명장치 : 백열램프
8539223000,8539.22,기타 조명장치,기타 조명장치 : 빔 램프
8539229000,8539.22,기타 조명장치,기타 조명장치 : 기타
8539290000,8539.29,기타 조명장치,기타 조명장치 : 기타
8539310000,8539.31,기타 조명장치,기타 조명장치 : 형광램프(열음극형으로 한정한다)
8539321000,8539.32,기타 조명장치,기타 조명장치 : 수은램프
8539322000,8539.32,기타 조명장치,기타 조명장치 : 나트륨 증기 램프
8539323000,8539.32,기타 조명장치,기타 조명장치 : 메탈 할라이드(metal halide)램프
8539391000,8539.39,, : 냉음극 형광램프
8539391010,8539.39,기타 조명장치,기타 조명장치 : 평판디스플레이의 후면광원(backlighting)용 
8539391090,8539.39,기타 조명장치,기타 조명장치 : 기타
8539399000,8539.39,기타 가전제품,기타 가전제품 : 기타
8539410000,8539.41,기타 조명장치,기타 조명장치 : 아크램프
8539491000,8539.49,, : 자외선 램프
8539491010,8539.49,반도체제조용장비 부품,반도체제조용장비 부품 : 반도체 제조용 기기의 것
8539491090,8539.49,기타 조명장치,기타 조명장치 : 기타
8539492000,8539.49,기타 조명장치,기타 조명장치 : 적외선 램프
8539510000,8539.51,발광다이오드LED 장치,발광다이오드LED 장치 : 발광다이오드(엘이디) 모듈
8539520000,8539.52,발광다이오드LED 장치,발광다이오드LED 장치 : 발광다이오드(엘이디) 램프
8539901000,8539.90,조명장치 부품,조명장치 부품 : 필라멘트 램프의 것
8539902000,8539.90,조명장치 부품,조명장치 부품 : 방전램프의 것
8539909000,8539.90,조명장치 부품,조명장치 부품 : 기타
8540110000,8540.11,기타 IT부품,기타 IT부품 : 천연색
8540120000,8540.12,기타 IT부품,기타 IT부품 : 단색
8540200000,8540.20,기타 IT부품,"기타 IT부품 : 텔레비전용 촬상관(camera tube), 영상변환관, 영상증강관(image intensifier), 그 밖의 광전관(photocathode tube)"
8540400000,8540.40,기타 IT부품,"기타 IT부품 : 데이터/그래픽 직시관(display tube)(단색), 데이터/그래픽 직시관(display tube)(천연색으로서 인광물질 도트화면 간격이 0.4밀리미터 미만인 것으로 한정한다)"
8540601000,8540.60,기타 IT부품,기타 IT부품 : 천연색
8540609000,8540.60,기타 IT부품,기타 IT부품 : 기타
8540710000,8540.71,기타 IT부품,기타 IT부품 : 자전관(magnetron)
8540791000,8540.79,기타 IT부품,기타 IT부품 : 속도변조관(klystron)
8540799000,8540.79,기타 IT부품,기타 IT부품 : 기타
8540810000,8540.81,기타 IT부품,기타 IT부품 : 수신관이나 증폭관
8540891000,8540.89,기타 IT부품,기타 IT부품 : 송신기용 열전자관
8540892000,8540.89,기타 IT부품,기타 IT부품 : 방전관
8540899000,8540.89,기타 IT부품,기타 IT부품 : 기타
8540910000,8540.91,기타 IT부품,기타 IT부품 : 음극선관의 것
8540990000,8540.99,기타 IT부품,기타 IT부품 : 기타
8541101000,8541.10,다이오드,"다이오드 : 칩, 다이스와 절단되지 않은 웨이퍼"
8541109000,8541.10,다이오드,다이오드 : 기타
8541211000,8541.21,트랜지스터,"트랜지스터 : 칩, 다이스와 절단되지 않은 웨이퍼"
8541219000,8541.21,트랜지스터,트랜지스터 : 기타
8541291000,8541.29,트랜지스터,"트랜지스터 : 칩, 다이스와 절단되지 않은 웨이퍼"
8541299000,8541.29,트랜지스터,트랜지스터 : 기타
8541301000,8541.30,기타 개별소자반도체,"기타 개별소자반도체 : 칩, 다이스와 절단되지 않은 웨이퍼"
8541302000,8541.30,기타 개별소자반도체,기타 개별소자반도체 : 사이리스터(thyristor)
8541303000,8541.30,기타 개별소자반도체,기타 개별소자반도체 : 다이액(diac)
8541304000,8541.30,기타 개별소자반도체,기타 개별소자반도체 : 트라이액(triac)
8541411000,8541.41,발광다이오드LED,발광다이오드LED : 레이저소자
8541419000,8541.41,발광다이오드LED,발광다이오드LED : 기타
8541420000,8541.42,기타 개별소자반도체,기타 개별소자반도체 : 광전지(모듈에 조립되었거나 패널로 구성된 것은 제외한다)
8541430000,8541.43,기타 개별소자반도체,기타 개별소자반도체 : 광전지(모듈에 조립되었거나 패널로 구성된 것으로 한정한다)
8541491000,8541.49,기타 개별소자반도체,"기타 개별소자반도체 : 칩, 다이스와 절단되지 않은 웨이퍼"
8541492000,8541.49,기타 개별소자반도체,기타 개별소자반도체 : 광전도 셀
8541493000,8541.49,기타 개별소자반도체,기타 개별소자반도체 : 전하결합소자
8541499000,8541.49,기타 개별소자반도체,기타 개별소자반도체 : 기타
8541511000,8541.51,기타 개별소자반도체,기타 개별소자반도체 : 센서
8541512000,8541.51,기타 개별소자반도체,기타 개별소자반도체 : 액추에이터
8541513000,8541.51,기타 개별소자반도체,기타 개별소자반도체 : 공진기
8541514000,8541.51,기타 개별소자반도체,기타 개별소자반도체 : 오실레이터
8541591000,8541.59,기타 개별소자반도체,"기타 개별소자반도체 : 칩, 다이스와 절단되지 않은 웨이퍼"
8541599000,8541.59,기타 개별소자반도체,기타 개별소자반도체 : 기타
8541601000,8541.60,기타 개별소자반도체,기타 개별소자반도체 : 수정진동자
8541609000,8541.60,기타 개별소자반도체,기타 개별소자반도체 : 기타
8541902000,8541.90,개별소자반도체 부품,개별소자반도체 부품 : 다이오드의 것
8541903000,8541.90,개별소자반도체 부품,개별소자반도체 부품 : 트랜지스터의 것
8541909000,8541.90,개별소자반도체 부품,개별소자반도체 부품 : 기타
8542311000,8542.31,시스템반도체,시스템반도체 : 모노리식(monolithic) 집적회로
8542312000,8542.31,시스템반도체,시스템반도체 : 하이브리드 집적회로
8542313000,8542.31,시스템반도체,시스템반도체 : 복합구조칩 집적회로
8542314000,8542.31,시스템반도체,시스템반도체 : 복합부품 집적회로(MCOs)
8542321000,8542.32,, : 모노리식(monolithic) 집적회로
8542321010,8542.32,메모리반도체,메모리반도체 : 디램
8542321020,8542.32,메모리반도체,메모리반도체 : 에스램
8542321030,8542.32,메모리반도체,메모리반도체 : 플래시 메모리
8542321090,8542.32,메모리반도체,메모리반도체 : 기타
8542322000,8542.32,메모리반도체,메모리반도체 : 하이브리드 집적회로
8542323000,8542.32,메모리반도체,메모리반도체 : 복합구조칩 집적회로
8542324000,8542.32,메모리반도체,메모리반도체 : 복합부품 집적회로(MCOs)
8542331000,8542.33,시스템반도체,시스템반도체 : 모노리식(monolithic) 집적회로
8542332000,8542.33,시스템반도체,시스템반도체 : 하이브리드 집적회로
8542333000,8542.33,시스템반도체,시스템반도체 : 복합구조칩 집적회로
8542334000,8542.33,시스템반도체,시스템반도체 : 복합부품 집적회로(MCOs)
8542391000,8542.39,기타 집적회로반도체,기타 집적회로반도체 : 모노리식(monolithic) 집적회로
8542392000,8542.39,기타 집적회로반도체,기타 집적회로반도체 : 하이브리드 집적회로
8542393000,8542.39,기타 집적회로반도체,기타 집적회로반도체 : 복합구조칩 집적회로
8542394000,8542.39,기타 집적회로반도체,기타 집적회로반도체 : 복합부품 집적회로(MCOs)
8542900000,8542.90,집적회로반도체 부품,집적회로반도체 부품 : 부분품
8543100000,8543.10,기타 전기기계,기타 전기기계 : 입자가속기
8543200000,8543.20,기타 전기기계,기타 전기기계 : 신호발생기
8543301000,8543.30,기타 전기기계,기타 전기기계 : 인쇄회로의 제조에 전용되거나 주로 사용되는 종류의 것(전기영동용은 제외한다)
8543309000,8543.30,기타 전기기계,기타 전기기계 : 기타
8543401000,8543.40,담배,담배 : 연소시키지 않고 흡입하도록 만들어진 물품(제2404호의 것으로 한정한다)을 포함한 것
8543409000,8543.40,담배,담배 : 기타
8543701000,8543.70,기타 전기기계,기타 전기기계 : 일렉트릭 펜스 에너자이저
8543702000,8543.70,, : 가정형
8543702010,8543.70,기타 가전제품,기타 가전제품 : 이온정수기
8543702020,8543.70,기타 가전제품,기타 가전제품 : 미용기기
8543702030,8543.70,음향기기,음향기기 : 오디오믹서
8543702040,8543.70,음향기기,음향기기 : 이퀄라이저
8543702050,8543.70,기타 전기기계,기타 전기기계 : 오존 발생기
8543702090,8543.70,기타 전기기계,기타 전기기계 : 기타
8543703000,8543.70,기타 가전제품,기타 가전제품 : 전자번역기ㆍ전자사전
8543705000,8543.70,유선통신기기,유선통신기기 : 유선전신용ㆍ유선전화용 기기 또는 유선전신용ㆍ유선전화용 통신망 연결용 제품
8543709000,8543.70,, : 기타
8543709010,8543.70,음향기기,음향기기 : 고주파증폭기
8543709020,8543.70,기타 IT부품,기타 IT부품 : 디텍터(소호 제8541.51호의 것을 제외한다)
8543709040,8543.70,기타 전기기계,기타 전기기계 : 비디오게임 콘솔용 무선 적외선 원격조절장치
8543709050,8543.70,기타 전기기계,기타 전기기계 : 디지털 비행 데이터 기록 장치
8543709060,8543.70,기타 전기기계,"기타 전기기계 : 휴대용 배터리로 작동하는 전자 리더기(문자, 정지화상 또는 음성파일의 기록 및 재생용으로 한정한다)"
8543709070,8543.70,기타 전기기계,기타 전기기계 : 디지털신호처리기(사운드 믹싱을 위해 유선 또는 무선 통신망에 연결되는 것으로 한정한다)
8543709090,8543.70,기타 IT부품,기타 IT부품 : 기타
8543901000,8543.90,집적회로반도체 부품,집적회로반도체 부품 : 전자초소형 조립회로
8543909000,8543.90,기타 IT부품,기타 IT부품 : 기타
8544111000,8544.11,전선 및 케이블,전선 및 케이블 : 절연도료 피복전선
8544119000,8544.11,전선 및 케이블,전선 및 케이블 : 기타
8544190000,8544.19,전선 및 케이블,전선 및 케이블 : 기타
8544200000,8544.20,전선 및 케이블,전선 및 케이블 : 동축케이블과 그 밖의 동축 도체
8544300000,8544.30,전선 및 케이블,전선 및 케이블 : 점화용 와이어링 세트와 그 밖의 와이어링 세트(자동차용ㆍ항공기용ㆍ선박용으로 한정한다)
8544421000,8544.42,, : 종이 절연전선
8544421010,8544.42,전선 및 케이블,전선 및 케이블 : 전기통신용
8544421090,8544.42,전선 및 케이블,전선 및 케이블 : 기타
8544422000,8544.42,, : 플라스틱 절연전선
8544422010,8544.42,전선 및 케이블,전선 및 케이블 : 전기통신용
8544422090,8544.42,전선 및 케이블,전선 및 케이블 : 기타
8544429000,8544.42,, : 기타
8544429010,8544.42,전선 및 케이블,전선 및 케이블 : 전기통신용
8544429090,8544.42,전선 및 케이블,전선 및 케이블 : 기타
8544491000,8544.49,, : 종이 절연전선
8544491010,8544.49,, : 전기통신용
8544491011,8544.49,전선 및 케이블,전선 및 케이블 : 전압이 80볼트 이하인 것
8544491012,8544.49,전선 및 케이블,"전선 및 케이블 : 전압이 80볼트 초과 1,000볼트 이하인 것"
8544491090,8544.49,전선 및 케이블,전선 및 케이블 : 기타
8544492000,8544.49,, : 플라스틱 절연전선
8544492010,8544.49,, : 전기통신용
